Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score
14.0,90.0,High,High,No,6.0,100.0,Medium,Yes,3,Low,High,Public,Positive,3.0,No,Male,100.0
17.0,92.0,Low,Medium,Yes,6.0,74.0,Low,Yes,2,Low,High,Public,Positive,1.0,No,Female,92.9
14.0,100.0,Low,Low,Yes,6.0,80.0,High,Yes,1,High,Medium,Public,Positive,4.0,No,Male,100.0
20.0,86.0,Low,High,Yes,6.0,66.0,Medium,Yes,3,Medium,High,Public,Neutral,3.0,No,Male,100.0
26.0,83.0,Medium,Medium,No,8.0,77.0,Medium,Yes,3,Medium,Medium,Private,Neutral,1.0,Yes,Male,100.0
14.0,82.0,Medium,High,Yes,6.0,81.0,Medium,Yes,1,Low,Medium,Public,Positive,2.0,No,Female,97.7
23.0,76.0,Medium,Medium,Yes,7.0,77.0,Low,No,3,Medium,Medium,Private,Negative,3.0,No,Male,99.8
17.0,83.0,Medium,Low,No,9.0,63.0,Low,Yes,2,Medium,Medium,Private,Positive,4.0,No,Female,96.8
15.0,77.0,Medium,Medium,No,6.0,77.0,Medium,Yes,2,Low,Medium,Public,Neutral,5.0,No,Male,95.6
19.0,82.0,Medium,Medium,Yes,6.0,93.0,Medium,Yes,2,Low,Medium,Public,Neutral,3.0,No,Female,100.0
14.0,93.0,Low,Low,Yes,7.0,80.0,Medium,Yes,2,High,Medium,Public,Neutral,1.0,No,Female,86.0
17.0,70.0,High,Low,Yes,9.0,87.0,Medium,Yes,4,High,Medium,Public,Positive,3.0,No,Male,99.0
13.0,91.0,Low,Low,Yes,7.0,72.0,Medium,Yes,1,Low,Medium,Public,Negative,6.0,No,Male,74.3
32.0,93.0,High,Medium,Yes,6.0,84.0,Medium,Yes,1,Medium,Medium,Private,Negative,1.0,No,Female,100.0
20.0,79.0,Low,Medium,No,8.0,78.0,Medium,Yes,1,High,Medium,Public,Neutral,2.0,Yes,Male,92.8
16.0,60.0,Medium,Medium,Yes,6.0,64.0,Low,Yes,2,Low,High,Public,Neutral,4.0,No,Female,92.8
21.0,74.0,Low,Low,No,8.0,79.0,High,Yes,0,Medium,Medium,Public,Positive,3.0,No,Female,97.8
19.0,93.0,Low,Medium,No,8.0,63.0,High,Yes,1,High,Low,Public,Neutral,2.0,No,Male,89.3
19.0,80.0,High,Medium,Yes,7.0,67.0,Low,No,0,High,Medium,Private,Neutral,3.0,No,Male,96.0
24.0,70.0,High,Medium,No,6.0,77.0,Medium,Yes,4,Medium,Medium,Private,Neutral,4.0,Yes,Male,100.0
25.0,75.0,Medium,Low,Yes,6.0,79.0,Medium,Yes,2,Low,Medium,Private,Neutral,3.0,No,Male,98.0
17.0,88.0,Medium,Low,No,8.0,61.0,Medium,Yes,4,Low,Low,Private,Neutral,3.0,No,Male,90.6
17.0,85.0,Medium,Medium,No,9.0,88.0,Medium,Yes,2,High,Medium,Public,Positive,4.0,Yes,Male,94.8
18.0,78.0,High,Low,Yes,6.0,82.0,Low,Yes,1,High,High,Public,Positive,3.0,No,Male,97.4
6.0,76.0,Medium,Medium,Yes,8.0,67.0,Medium,Yes,1,Medium,Medium,Public,Positive,5.0,No,Male,77.7
11.0,76.0,Medium,Medium,Yes,4.0,57.0,Low,Yes,3,High,Medium,Private,Positive,6.0,No,Female,81.7
28.0,71.0,Medium,Medium,Yes,6.0,73.0,Medium,Yes,3,Medium,High,Private,Neutral,2.0,No,Female,100.0
30.0,96.0,Medium,Medium,Yes,7.0,70.0,High,Yes,1,Medium,High,Public,Neutral,1.0,No,Female,100.0
19.0,77.0,High,Medium,Yes,6.0,76.0,Medium,Yes,0,High,Medium,Public,Neutral,4.0,No,Male,95.6
23.0,92.0,Low,Medium,No,6.0,71.0,Low,Yes,2,Medium,Medium,Public,Neutral,1.0,No,Male,93.0
22.0,95.0,Low,High,Yes,6.0,51.0,High,Yes,3,Medium,High,Private,Neutral,1.0,No,Female,100.0
38.0,90.0,Medium,High,No,7.0,70.0,High,Yes,2,Low,Medium,Public,Positive,0.0,No,Female,100.0
27.0,76.0,Medium,Medium,No,7.0,71.0,High,Yes,0,Medium,Medium,Private,Positive,2.0,No,Male,100.0
19.0,84.0,Low,Medium,Yes,4.0,83.0,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,Male,95.8
14.0,80.0,Medium,Medium,No,4.0,67.0,Low,Yes,2,Low,Medium,Public,Neutral,2.0,No,Female,81.4
10.0,71.0,High,High,Yes,6.0,95.0,High,Yes,0,High,High,Private,Positive,5.0,No,Female,94.5
21.0,83.0,Low,Low,Yes,8.0,52.0,Medium,Yes,1,Medium,Medium,Public,Positive,5.0,No,Male,85.3
15.0,68.0,Medium,High,No,4.0,91.0,High,No,1,High,Low,Private,Neutral,6.0,No,Female,85.2
11.0,92.0,Medium,Medium,Yes,6.0,72.0,Medium,No,0,Low,High,Private,Negative,3.0,Yes,Female,88.4
16.0,75.0,Medium,Medium,No,6.0,85.0,Medium,Yes,1,Medium,High,Public,Neutral,5.0,No,Female,100.0
14.0,82.0,High,Low,No,9.0,76.0,High,No,1,Low,Medium,Private,Neutral,3.0,No,Female,94.6
30.0,83.0,Medium,Medium,No,6.0,89.0,Medium,Yes,2,High,Medium,Public,Neutral,3.0,No,Male,100.0
25.0,77.0,Medium,Medium,No,7.0,70.0,Low,Yes,2,Low,Medium,Public,Neutral,2.0,No,Female,93.7
20.0,86.0,Medium,Low,No,7.0,62.0,Low,No,0,Medium,Medium,Private,Neutral,0.0,Yes,Female,74.5
29.0,75.0,Medium,Medium,Yes,4.0,92.0,Medium,Yes,3,High,High,Public,Negative,4.0,No,Female,100.0
20.0,89.0,Medium,High,Yes,8.0,74.0,Low,Yes,0,Medium,Low,Public,Positive,5.0,No,Female,100.0
15.0,67.0,High,Medium,No,7.0,78.0,Medium,Yes,1,High,Low,Private,Positive,1.0,No,Female,100.0
29.0,81.0,Medium,Medium,Yes,8.0,90.0,Medium,Yes,2,High,Medium,Public,Positive,3.0,No,Male,100.0
23.0,99.0,Medium,Low,Yes,10.0,63.0,High,Yes,3,Low,Medium,Private,Neutral,4.0,No,Male,100.0
14.0,70.0,Low,High,Yes,4.0,82.0,Medium,Yes,0,Low,Low,Private,Negative,2.0,No,Female,87.6
19.0,73.0,Low,High,No,9.0,68.0,High,Yes,1,Low,Low,Public,Positive,5.0,No,Male,99.6
15.0,85.0,Low,Medium,Yes,7.0,73.0,Low,Yes,1,Low,High,Public,Positive,3.0,No,Male,92.1
12.0,82.0,High,Medium,No,7.0,76.0,Medium,Yes,1,High,Low,Public,Negative,2.0,No,Male,85.9
26.0,84.0,Medium,Medium,Yes,7.0,57.0,Low,No,1,High,High,Public,Neutral,5.0,No,Female,100.0
31.0,85.0,Medium,Medium,Yes,6.0,66.0,Medium,Yes,1,Low,Medium,Private,Neutral,2.0,No,Male,100.0
12.0,86.0,Medium,Medium,Yes,6.0,91.0,High,Yes,1,Medium,Medium,Private,Negative,2.0,No,Female,100.0
23.0,91.0,High,High,Yes,7.0,86.0,High,Yes,3,Medium,Medium,Public,Neutral,2.0,No,Male,100.0
16.0,84.0,Medium,Medium,No,5.0,74.0,Medium,Yes,0,Low,Medium,Public,Neutral,1.0,No,Male,100.0
17.0,78.0,High,Medium,Yes,8.0,78.0,Medium,Yes,2,Medium,Medium,Private,Positive,3.0,No,Male,98.2
16.0,87.0,Medium,Medium,Yes,6.0,71.0,High,Yes,1,Medium,Medium,Public,Positive,2.0,No,Male,86.2
15.0,99.0,High,High,Yes,6.0,91.0,High,Yes,1,Medium,High,Private,Neutral,4.0,Yes,Female,100.0
20.0,79.0,Medium,Low,Yes,6.0,73.0,High,No,3,Medium,High,Private,Neutral,0.0,No,Female,99.9
15.0,70.0,Medium,Medium,Yes,9.0,78.0,Medium,Yes,2,Medium,Medium,Public,Negative,1.0,No,Female,84.1
22.0,91.0,Medium,Medium,Yes,6.0,89.0,High,Yes,0,Low,Medium,Public,Negative,3.0,No,Male,100.0
20.0,79.0,Medium,Medium,No,7.0,66.0,Low,Yes,0,High,High,Private,Negative,5.0,No,Female,84.0
19.0,60.0,Medium,High,No,6.0,94.0,Low,Yes,0,Medium,Medium,Public,Positive,4.0,No,Male,96.1
15.0,88.0,Medium,Low,Yes,8.0,57.0,Low,Yes,1,High,High,Public,Negative,2.0,No,Male,95.1
17.0,75.0,Medium,High,Yes,8.0,95.0,Low,Yes,1,Medium,High,Private,Neutral,1.0,No,Female,95.8
25.0,79.0,Low,Low,Yes,9.0,71.0,High,Yes,3,High,Low,Private,Positive,2.0,No,Female,100.0
23.0,83.0,High,Low,Yes,7.0,72.0,High,Yes,1,High,Medium,Public,Neutral,3.0,No,Male,100.0
14.0,82.0,Medium,High,No,8.0,52.0,High,Yes,1,Medium,Medium,Public,Positive,0.0,Yes,Male,90.0
21.0,87.0,High,Medium,No,7.0,70.0,Medium,Yes,2,Medium,Medium,Public,Positive,1.0,No,Female,100.0
25.0,76.0,Medium,Medium,Yes,9.0,63.0,Medium,No,2,High,Medium,Public,Negative,2.0,No,Male,100.0
10.0,85.0,Medium,Medium,No,6.0,68.0,Medium,Yes,1,Medium,High,Public,Neutral,3.0,No,Female,89.0
23.0,77.0,Medium,Medium,Yes,8.0,73.0,Medium,Yes,3,High,Medium,Public,Positive,3.0,Yes,Female,100.0
16.0,87.0,Medium,Medium,Yes,7.0,86.0,High,Yes,0,High,Low,Public,Neutral,2.0,No,Female,94.0
23.0,86.0,High,High,Yes,7.0,77.0,Medium,Yes,2,Medium,Low,Public,Negative,4.0,No,Male,99.8
15.0,71.0,Medium,High,Yes,7.0,79.0,Medium,Yes,3,Low,Medium,Public,Neutral,3.0,Yes,Female,96.8
9.0,91.0,High,Medium,No,7.0,62.0,Medium,Yes,3,Low,Medium,Public,Positive,2.0,No,Male,88.3
10.0,75.0,High,Medium,Yes,7.0,64.0,High,Yes,2,High,Medium,Public,Positive,4.0,No,Male,100.0
20.0,88.0,Medium,Medium,Yes,7.0,97.0,Low,Yes,2,Medium,Medium,Public,Positive,4.0,Yes,Female,100.0
22.0,84.0,High,Medium,No,9.0,66.0,Medium,No,3,Low,Low,Private,Negative,1.0,No,Male,93.5
15.0,98.0,Medium,Low,No,8.0,95.0,High,Yes,1,Medium,Low,Public,Neutral,3.0,No,Male,100.0
24.0,78.0,High,Medium,No,8.0,72.0,Medium,Yes,0,Medium,Medium,Public,Neutral,4.0,No,Female,100.0
10.0,77.0,Medium,Low,No,6.0,75.0,High,Yes,1,Low,Medium,Private,Neutral,5.0,Yes,Female,77.7
20.0,80.0,Low,Low,Yes,6.0,88.0,Medium,No,1,Low,Medium,Public,Negative,4.0,No,Male,98.2
13.0,77.0,High,Low,No,8.0,90.0,Medium,Yes,1,Medium,High,Private,Neutral,3.0,No,Male,98.5
16.0,88.0,Medium,Medium,No,8.0,74.0,High,Yes,3,Low,High,Public,Neutral,4.0,Yes,Male,100.0
20.0,64.0,Medium,High,No,9.0,70.0,Medium,Yes,0,High,Low,Public,Positive,4.0,No,Male,92.1
15.0,69.0,Medium,Medium,No,6.0,74.0,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,Female,100.0
18.0,69.0,Low,Medium,Yes,7.0,79.0,Medium,Yes,1,High,Medium,Public,Negative,3.0,No,Female,86.4
26.0,90.0,Medium,Low,No,5.0,86.0,Low,Yes,2,High,High,Public,Negative,3.0,No,Female,100.0
17.0,97.0,High,Medium,Yes,6.0,75.0,Medium,Yes,0,Medium,High,Public,Negative,1.0,No,Male,99.8
25.0,79.0,Low,Medium,Yes,8.0,82.0,Low,Yes,0,Medium,Medium,Public,Negative,3.0,No,Male,98.5
13.0,78.0,Medium,Medium,Yes,6.0,95.0,High,Yes,2,Medium,Low,Private,Negative,2.0,No,Male,88.3
23.0,81.0,Low,High,No,8.0,80.0,High,Yes,0,Medium,Medium,Public,Neutral,2.0,No,Male,99.6
29.0,92.0,Medium,Low,Yes,7.0,79.0,Low,Yes,2,Medium,Medium,Public,Negative,5.0,No,Male,100.0
5.0,71.0,Medium,Medium,Yes,7.0,57.0,Medium,Yes,1,High,Medium,Public,Neutral,4.0,No,Male,74.9
15.0,82.0,High,Medium,Yes,6.0,43.0,Medium,Yes,2,Medium,Low,Public,Positive,0.0,No,Male,87.9
23.0,90.0,High,High,No,7.0,80.0,Low,Yes,2,High,Medium,Private,Positive,1.0,No,Female,100.0
19.0,85.0,Medium,High,Yes,4.0,74.0,Low,No,1,Low,Medium,Public,Negative,2.0,No,Female,85.6
22.0,82.0,Medium,High,No,7.0,69.0,Medium,Yes,2,Low,Low,Public,Positive,2.0,No,Female,100.0
16.0,90.0,High,Medium,No,5.0,78.0,Medium,No,0,High,Low,Private,Negative,3.0,No,Male,90.8
21.0,60.0,High,High,Yes,9.0,74.0,Medium,No,0,Medium,Medium,Private,Positive,1.0,No,Female,100.0
19.0,87.0,Medium,Low,Yes,8.0,89.0,Medium,Yes,1,Medium,Medium,Public,Positive,4.0,No,Female,100.0
27.0,73.0,Medium,Low,No,7.0,76.0,High,No,2,Medium,Medium,Public,Positive,3.0,No,Male,100.0
22.0,62.0,High,High,No,9.0,66.0,High,Yes,1,Low,Low,Public,Positive,2.0,No,Female,99.1
22.0,85.0,Medium,High,No,6.0,87.0,Medium,Yes,0,Medium,Low,Public,Positive,3.0,No,Female,100.0
18.0,94.0,Medium,Low,Yes,9.0,72.0,High,Yes,1,Low,Medium,Public,Positive,2.0,No,Female,100.0
17.0,79.0,Medium,Low,No,8.0,81.0,Medium,Yes,1,Medium,Medium,Public,Negative,0.0,No,Male,87.5
17.0,90.0,Low,Low,Yes,7.0,69.0,High,Yes,1,Medium,Low,Private,Positive,3.0,No,Male,92.6
22.0,96.0,Medium,Low,No,8.0,67.0,Medium,Yes,0,High,Medium,Public,Positive,3.0,No,Female,100.0
17.0,93.0,Medium,Medium,No,6.0,76.0,High,Yes,0,Medium,Low,Public,Positive,2.0,Yes,Male,94.9
22.0,96.0,Low,High,Yes,6.0,75.0,Medium,Yes,1,Low,Medium,Public,Neutral,5.0,No,Female,100.0
32.0,87.0,Low,Medium,No,6.0,81.0,Low,Yes,1,Medium,Low,Public,Neutral,4.0,Yes,Female,100.0
25.0,81.0,Low,High,No,6.0,72.0,Medium,Yes,0,Low,Low,Public,Neutral,6.0,Yes,Male,89.1
18.0,64.0,Medium,High,No,6.0,53.0,Medium,Yes,1,Low,Medium,Public,Positive,4.0,No,Female,96.3
27.0,78.0,High,Medium,Yes,9.0,70.0,Medium,No,0,Low,Medium,Public,Positive,2.0,No,Female,100.0
18.0,72.0,High,High,Yes,7.0,85.0,Medium,Yes,1,Medium,High,Public,Neutral,2.0,No,Male,100.0
8.0,100.0,Medium,Medium,No,7.0,71.0,High,Yes,2,Low,Low,Public,Negative,2.0,No,Male,93.8
14.0,78.0,Medium,Medium,Yes,6.0,72.0,Medium,No,1,Medium,Low,Public,Positive,2.0,No,Female,90.7
9.0,81.0,High,Medium,Yes,5.0,87.0,Medium,Yes,2,High,Medium,Public,Neutral,3.0,No,Female,95.1
18.0,86.0,Low,Medium,No,7.0,66.0,Low,Yes,4,Medium,High,Public,Positive,1.0,No,Male,100.0
20.0,80.0,Medium,High,Yes,5.0,56.0,High,Yes,1,Low,Medium,Public,Positive,4.0,No,Male,100.0
30.0,97.0,High,High,No,7.0,73.0,High,Yes,1,Low,Medium,Public,Neutral,3.0,No,Female,100.0
22.0,74.0,Low,Medium,Yes,5.0,69.0,High,No,2,Medium,Medium,Private,Neutral,4.0,No,Female,98.5
19.0,82.0,High,High,Yes,10.0,63.0,Medium,Yes,2,High,Low,Private,Positive,1.0,No,Male,100.0
25.0,73.0,High,Low,No,8.0,73.0,Medium,Yes,1,Low,High,Public,Positive,3.0,No,Female,100.0
7.0,67.0,Low,High,No,7.0,81.0,Low,Yes,1,High,Medium,Private,Negative,5.0,No,Male,73.7
21.0,74.0,Low,Medium,No,9.0,75.0,Medium,Yes,2,Medium,High,Public,Negative,2.0,No,Male,96.6
25.0,80.0,Low,Low,Yes,6.0,79.0,Low,Yes,2,Medium,Medium,Private,Negative,2.0,No,Female,92.6
11.0,76.0,Medium,Medium,No,8.0,97.0,Medium,No,2,High,Medium,Public,Neutral,4.0,No,Male,95.2
27.0,73.0,Medium,Medium,Yes,7.0,71.0,Medium,No,0,Medium,Low,Public,Neutral,2.0,No,Female,100.0
22.0,66.0,Medium,Low,Yes,7.0,78.0,Medium,Yes,1,High,Medium,Public,Positive,3.0,No,Male,98.3
18.0,79.0,Medium,High,Yes,9.0,69.0,Medium,Yes,2,Medium,Low,Public,Positive,5.0,No,Female,100.0
24.0,65.0,High,Low,No,8.0,65.0,High,Yes,3,Medium,Medium,Private,Neutral,2.0,No,Male,100.0
34.0,88.0,Medium,High,Yes,7.0,68.0,Low,Yes,1,Medium,Medium,Public,Neutral,5.0,No,Male,100.0
21.0,81.0,Low,High,Yes,5.0,69.0,High,Yes,2,Medium,High,Public,Positive,2.0,Yes,Female,100.0
21.0,65.0,Medium,Medium,Yes,6.0,79.0,Low,Yes,0,Medium,Medium,Public,Negative,1.0,No,Male,86.8
17.0,77.0,Medium,Medium,Yes,7.0,100.0,Low,No,1,Low,Medium,Public,Positive,4.0,Yes,Female,100.0
15.0,72.0,Medium,High,Yes,7.0,66.0,Low,Yes,3,Low,Low,Public,Positive,3.0,No,Female,91.3
25.0,83.0,Medium,Medium,No,6.0,70.0,High,Yes,0,Medium,Medium,Public,Positive,3.0,No,Female,100.0
15.0,93.0,Low,Medium,Yes,10.0,74.0,Medium,Yes,2,Medium,Low,Public,Neutral,2.0,No,Female,83.5
20.0,61.0,High,Medium,No,9.0,80.0,High,Yes,1,High,Medium,Private,Positive,3.0,No,Female,100.0
17.0,81.0,High,Medium,No,8.0,78.0,Medium,Yes,3,Medium,High,Public,Positive,0.0,No,Female,100.0
23.0,78.0,Medium,High,Yes,7.0,90.0,Low,Yes,0,Medium,Medium,Public,Neutral,3.0,No,Female,100.0
22.0,87.0,Medium,Medium,No,7.0,46.0,Medium,Yes,2,Low,Low,Public,Neutral,5.0,No,Female,93.1
26.0,82.0,Medium,Medium,Yes,6.0,46.0,Low,Yes,1,High,Medium,Private,Neutral,0.0,No,Male,99.3
17.0,72.0,Medium,Medium,No,7.0,69.0,High,Yes,0,Medium,High,Public,Positive,2.0,No,Female,100.0
18.0,77.0,Medium,High,No,7.0,88.0,Low,Yes,1,High,Medium,Public,Neutral,2.0,No,Male,99.0
14.0,72.0,High,High,Yes,5.0,56.0,Medium,Yes,2,High,Low,Private,Neutral,1.0,No,Male,96.5
17.0,91.0,Medium,Medium,No,7.0,40.0,High,Yes,2,Low,High,Public,Positive,0.0,No,Male,95.6
22.0,80.0,Medium,Low,Yes,7.0,82.0,High,Yes,1,Medium,High,Public,Negative,1.0,No,Female,100.0
25.0,99.0,Medium,Low,Yes,5.0,78.0,Medium,No,0,High,Low,Public,Neutral,3.0,No,Female,100.0
14.0,79.0,High,Medium,No,6.0,62.0,High,Yes,0,Low,High,Private,Positive,5.0,No,Female,100.0
25.0,73.0,Medium,Medium,Yes,6.0,63.0,Low,Yes,1,Medium,Medium,Private,Negative,1.0,Yes,Male,95.4
28.0,65.0,Low,High,Yes,9.0,63.0,High,No,3,High,Medium,Private,Negative,3.0,No,Male,100.0
22.0,62.0,Medium,Medium,Yes,8.0,76.0,Medium,Yes,1,Medium,Medium,Public,Negative,3.0,No,Female,90.0
31.0,64.0,Medium,Medium,No,5.0,67.0,Low,Yes,0,High,High,Public,Neutral,6.0,No,Male,100.0
15.0,83.0,Medium,High,Yes,8.0,81.0,Medium,Yes,0,High,Medium,Public,Positive,4.0,No,Male,90.7
13.0,85.0,Medium,Medium,No,5.0,41.0,Low,Yes,2,Medium,Low,Private,Positive,4.0,Yes,Male,76.1
9.0,64.0,High,Medium,Yes,8.0,65.0,Medium,No,0,Low,High,Private,Neutral,4.0,Yes,Female,82.8
29.0,89.0,Medium,Low,Yes,6.0,61.0,Low,Yes,1,Medium,Low,Public,Negative,2.0,No,Male,90.3
24.0,75.0,High,Medium,No,7.0,72.0,Medium,Yes,4,Low,Medium,Public,Neutral,2.0,Yes,Male,100.0
20.0,81.0,Medium,High,Yes,9.0,69.0,High,Yes,2,High,Medium,Public,Negative,5.0,No,Female,100.0
22.0,96.0,High,Medium,No,5.0,85.0,Low,Yes,0,High,Low,Public,Positive,0.0,No,Male,93.2
13.0,89.0,High,Medium,Yes,5.0,53.0,Medium,Yes,2,Medium,Low,Public,Neutral,2.0,No,Female,85.3
35.0,77.0,Medium,Medium,Yes,6.0,76.0,Medium,Yes,2,Medium,High,Public,Negative,1.0,No,Male,100.0
21.0,71.0,Medium,High,Yes,8.0,82.0,High,Yes,4,Low,Medium,Public,Neutral,3.0,No,Male,100.0
21.0,60.0,Low,Medium,No,5.0,97.0,Medium,Yes,1,High,Medium,Public,Negative,2.0,No,Female,91.1
24.0,73.0,High,Medium,No,4.0,69.0,Medium,No,1,Medium,Medium,Private,Neutral,4.0,No,Female,100.0
23.0,78.0,Medium,High,No,6.0,79.0,Medium,Yes,0,High,Medium,Private,Neutral,3.0,No,Female,100.0
21.0,70.0,Medium,Low,Yes,8.0,53.0,Low,Yes,1,Medium,Medium,Private,Neutral,1.0,No,Female,84.6
15.0,79.0,Medium,High,No,9.0,46.0,Low,Yes,0,High,Medium,Private,Negative,1.0,No,Male,77.0
23.0,81.0,Medium,Medium,Yes,6.0,85.0,Medium,No,4,Medium,Medium,Public,Neutral,3.0,No,Male,100.0
31.0,78.0,Low,Medium,No,6.0,75.0,Low,Yes,1,Medium,High,Public,Positive,2.0,No,Male,100.0
28.0,73.0,Low,Medium,No,9.0,89.0,Medium,Yes,0,Medium,Medium,Private,Neutral,2.0,No,Female,94.9
30.0,82.0,Medium,Medium,No,5.0,59.0,Medium,Yes,2,High,Medium,Public,Neutral,4.0,Yes,Female,100.0
17.0,84.0,Medium,Medium,Yes,6.0,81.0,Medium,Yes,2,Medium,High,Public,Positive,4.0,No,Female,100.0
14.0,69.0,High,Medium,Yes,7.0,97.0,Low,Yes,0,Medium,High,Public,Neutral,6.0,No,Male,100.0
19.0,94.0,High,Medium,Yes,8.0,80.0,High,Yes,3,Low,Low,Private,Positive,3.0,No,Female,100.0
20.0,79.0,Medium,Low,No,6.0,78.0,High,Yes,1,Low,High,Public,Neutral,2.0,No,Female,94.1
27.0,80.0,High,Low,Yes,7.0,75.0,Low,Yes,0,Medium,Medium,Public,Negative,4.0,No,Female,100.0
10.0,87.0,Medium,High,Yes,4.0,56.0,Medium,Yes,2,Low,Low,Public,Neutral,2.0,No,Female,72.8
29.0,82.0,Medium,Medium,Yes,6.0,91.0,Medium,No,0,Low,Medium,Private,Negative,2.0,No,Female,100.0
19.0,90.0,Low,High,Yes,8.0,68.0,Low,No,2,Medium,Medium,Public,Positive,3.0,No,Male,100.0
17.0,83.0,Medium,Low,Yes,6.0,81.0,Medium,Yes,1,Low,High,Public,Negative,5.0,No,Male,100.0
14.0,74.0,Medium,Medium,No,7.0,56.0,Low,Yes,1,High,Medium,Public,Positive,4.0,Yes,Male,81.2
10.0,84.0,Low,Medium,No,8.0,61.0,High,Yes,0,Medium,Medium,Private,Positive,4.0,No,Male,83.2
25.0,69.0,Medium,High,No,7.0,92.0,High,No,1,Medium,Medium,Private,Negative,5.0,No,Male,100.0
20.0,81.0,High,High,No,7.0,71.0,Medium,Yes,2,Low,Medium,Public,Neutral,4.0,Yes,Male,100.0
12.0,80.0,Medium,Low,Yes,6.0,92.0,Medium,No,1,Medium,Low,Public,Positive,1.0,No,Male,97.3
12.0,78.0,Medium,High,Yes,7.0,74.0,High,Yes,4,Medium,Low,Private,Negative,4.0,No,Female,91.4
18.0,79.0,High,Low,Yes,8.0,53.0,High,Yes,0,High,Medium,Public,Neutral,5.0,No,Female,95.8
30.0,61.0,High,Medium,No,7.0,86.0,High,Yes,3,High,High,Private,Negative,4.0,No,Female,100.0
18.0,75.0,Medium,High,Yes,6.0,68.0,Low,Yes,3,Low,Medium,Public,Neutral,3.0,No,Male,99.1
11.0,81.0,Medium,High,Yes,7.0,83.0,Low,No,1,Medium,Medium,Public,Neutral,4.0,Yes,Male,84.8
19.0,82.0,Medium,High,Yes,8.0,75.0,Medium,Yes,2,Low,Medium,Private,Neutral,3.0,No,Male,99.3
18.0,70.0,Medium,Medium,Yes,4.0,56.0,Medium,Yes,1,High,Medium,Public,Positive,2.0,No,Female,87.3
4.0,93.0,Low,Low,Yes,9.0,77.0,Low,Yes,0,High,High,Public,Neutral,2.0,No,Female,81.5
20.0,71.0,Medium,Low,Yes,7.0,100.0,Low,Yes,0,Medium,High,Public,Neutral,4.0,No,Male,95.7
19.0,90.0,High,Medium,No,8.0,81.0,High,Yes,1,Medium,Medium,Private,Positive,2.0,Yes,Female,100.0
24.0,84.0,Medium,High,No,9.0,74.0,High,Yes,1,High,Medium,Public,Positive,2.0,No,Male,100.0
31.0,74.0,High,Low,Yes,5.0,88.0,Medium,No,0,Medium,Medium,Public,Positive,4.0,No,Female,100.0
27.0,98.0,High,Medium,Yes,6.0,78.0,High,Yes,2,Medium,Medium,Private,Negative,3.0,No,Male,100.0
18.0,68.0,High,Medium,No,7.0,78.0,Medium,Yes,1,High,Medium,Public,Neutral,4.0,No,Male,95.2
13.0,89.0,Low,Medium,Yes,6.0,62.0,High,Yes,0,Medium,High,Public,Neutral,1.0,No,Female,90.5
35.0,90.0,High,Medium,No,9.0,78.0,Medium,Yes,0,Medium,High,Public,Negative,4.0,No,Female,100.0
20.0,73.0,Low,Medium,Yes,6.0,87.0,Low,Yes,0,High,Medium,Private,Neutral,2.0,No,Female,95.3
20.0,94.0,Medium,High,No,6.0,65.0,Medium,Yes,4,Medium,High,Public,Negative,1.0,Yes,Female,100.0
20.0,77.0,Medium,Low,No,7.0,92.0,Medium,Yes,2,Medium,High,Public,Positive,2.0,No,Male,100.0
21.0,83.0,Medium,High,No,5.0,74.0,Medium,Yes,3,Low,High,Public,Positive,5.0,No,Male,100.0
19.0,83.0,High,Low,No,6.0,64.0,Low,Yes,1,Medium,High,Private,Neutral,2.0,No,Female,96.9
17.0,79.0,High,Low,Yes,7.0,87.0,High,Yes,2,Low,Medium,Private,Neutral,6.0,No,Female,100.0
17.0,88.0,Low,Medium,Yes,7.0,72.0,Low,No,3,Medium,Medium,Public,Negative,0.0,No,Female,92.5
20.0,88.0,Medium,High,Yes,7.0,84.0,Low,Yes,3,Medium,High,Public,Neutral,1.0,No,Male,100.0
17.0,63.0,Medium,Medium,No,6.0,71.0,Medium,Yes,0,High,High,Private,Positive,5.0,No,Female,95.1
16.0,93.0,Medium,Medium,Yes,5.0,74.0,Medium,Yes,0,Medium,High,Public,Neutral,5.0,No,Male,88.3
21.0,63.0,High,Medium,No,7.0,81.0,Medium,Yes,3,High,Low,Private,Neutral,2.0,No,Female,100.0
18.0,90.0,Medium,Medium,Yes,9.0,78.0,High,Yes,0,Medium,Medium,Public,Positive,3.0,No,Female,98.7
29.0,91.0,High,High,Yes,7.0,51.0,Medium,Yes,2,High,Low,Public,Neutral,4.0,No,Female,100.0
4.0,69.0,Low,High,No,7.0,62.0,Medium,Yes,2,Medium,Medium,Public,Negative,3.0,No,Male,72.5
27.0,76.0,Medium,Low,Yes,8.0,86.0,Medium,Yes,2,Medium,Low,Private,Negative,3.0,No,Male,93.4
27.0,69.0,Medium,Medium,Yes,5.0,73.0,Low,Yes,3,Low,Low,Public,Neutral,3.0,No,Male,98.5
